Order_ID,Order_Date,Region,State,Category,Product,Quantity,Cost_Price,Selling_Price,Discount_Percentage,Final_Price,Profit
105415,09-10-2023,North,Punjab,Furniture,Chair,1,557.5,863.8,5,820.61,263.11
105416,08-10-2023,North,Delhi,Electronics,Laptop,2,2424.44,3769.94,5,3581.44,2314
105417,03-03-2023,West,Rajasthan,Clothing,T-shirt,6,3881.5,5618.06,0,5618.06,10419.36
105418,20-08-2023,West,Gujarat,Office Supplies,Printer,2,3667.32,5400.43,5,5130.41,2926.18
105419,17-05-2023,South,Karnataka,Home Appliances,Microwave,3,3288.92,4134.1,15,3513.98,675.18
105420,02-07-2023,West,Rajasthan,Electronics,Mobile,5,4842.58,6391.78,30,4474.25,-1841.65
105421,02-01-2024,Central,Chhattisgarh,Clothing,Jeans,5,3167.85,3573.79,10,3216.41,242.8
105422,30-12-2024,West,Rajasthan,Electronics,Mobile,6,2010.04,2978.03,15,2531.33,3127.74
105423,08-11-2023,North,Punjab,Clothing,Jacket,3,4643.13,6490.07,20,5192.06,1646.79
105424,22-02-2023,West,Gujarat,Electronics,Mobile,1,4078.08,6429.81,20,5143.85,1065.77
105425,17-01-2023,South,Kerala,Electronics,Laptop,6,3636.03,5473.74,0,5473.74,11026.26
105426,06-04-2023,West,Maharashtra,Home Appliances,Mixer,4,381.73,423.04,30,296.13,-342.4
105427,13-06-2023,Central,Madhya Pradesh,Office Supplies,Notebook,8,4153.09,5685.48,5,5401.21,9984.96
105428,09-11-2024,Central,Madhya Pradesh,Office Supplies,Printer,7,1343.03,1983.14,30,1388.2,316.19
105429,01-07-2024,Central,Chhattisgarh,Clothing,Jacket,7,2324.12,2953.88,30,2067.72,-1794.8
105430,21-02-2024,North,Haryana,Office Supplies,Printer,2,500.52,736.73,5,699.89,398.74
105431,11-09-2023,South,Karnataka,Clothing,Jacket,1,4569.46,6577.46,0,6577.46,2008
105432,22-10-2024,West,Rajasthan,Furniture,Sofa,2,1746.73,2201.41,15,1871.2,248.94
105433,05-12-2023,South,Tamil Nadu,Electronics,Headphones,4,1711.04,2645.78,20,2116.62,1622.32
105434,26-12-2024,South,Tamil Nadu,Clothing,Jeans,2,2668.87,2969.93,0,2969.93,602.12
105435,07-10-2023,Central,Chhattisgarh,Office Supplies,Printer,5,4965.37,5719.41,10,5147.47,910.5
105436,07-11-2024,North,Delhi,Office Supplies,Printer,7,4961.1,5760.55,15,4896.47,-452.41
105437,04-08-2023,West,Rajasthan,Office Supplies,Pen,8,4672.28,5413.73,30,3789.61,-7061.36
105438,21-08-2023,Central,Chhattisgarh,Electronics,Headphones,4,607.61,870.85,20,696.68,356.28
105439,20-03-2023,East,Odisha,Office Supplies,Pen,7,2504.09,2786.98,30,1950.89,-3872.4
105440,25-10-2023,South,Tamil Nadu,Electronics,Mobile,8,3880.04,5812.08,5,5521.48,13131.52
105441,15-08-2024,North,Haryana,Furniture,Sofa,5,2192.55,3350.18,10,3015.16,4113.05
105442,21-12-2024,South,Tamil Nadu,Clothing,Jacket,5,1547.07,1978.52,10,1780.67,1168
105443,20-11-2024,West,Gujarat,Electronics,Headphones,8,3069.42,3947.78,5,3750.39,5447.76
105444,19-10-2024,West,Gujarat,Home Appliances,Mixer,8,4351.6,6234.39,0,6234.39,15062.32
105445,27-10-2023,East,Odisha,Furniture,Table,1,3520,4078.23,20,3262.58,-257.42
105446,13-04-2023,North,Haryana,Clothing,T-shirt,7,2470.75,2789.49,30,1952.64,-3626.77
105447,23-08-2023,North,Punjab,Clothing,Jeans,1,3444.67,4774.5,20,3819.6,374.93
105448,22-07-2024,Central,Madhya Pradesh,Electronics,Headphones,5,4193.21,5425.25,30,3797.67,-1977.7
105449,29-05-2023,South,Tamil Nadu,Furniture,Sofa,7,374.14,544.25,30,380.97,47.81
105450,20-04-2024,Central,Chhattisgarh,Office Supplies,Notebook,7,2969.62,4288.71,30,3002.1,227.36
105451,02-04-2024,South,Karnataka,Electronics,Mobile,7,319.1,388.78,15,330.46,79.52
105452,24-11-2023,West,Rajasthan,Home Appliances,Fan,3,4605.28,6272.05,30,4390.43,-644.55
105453,10-06-2023,North,Delhi,Electronics,Mobile,8,1542.36,2074.25,0,2074.25,4255.12
105454,01-11-2024,West,Gujarat,Electronics,Laptop,4,425.32,608.78,20,487.02,246.8
105455,17-05-2023,West,Rajasthan,Furniture,Table,7,1243.56,1507.19,10,1356.47,790.37
105456,03-10-2023,North,Punjab,Home Appliances,Microwave,3,2869.47,4382.27,30,3067.59,594.36
105457,30-12-2024,South,Kerala,Furniture,Table,7,394.94,556.6,20,445.28,352.38
105458,25-10-2023,West,Maharashtra,Home Appliances,Fan,1,4675.26,7011.06,20,5608.85,933.59
105459,14-03-2024,Central,Madhya Pradesh,Office Supplies,Pen,5,659.85,849.34,20,679.47,98.1
105460,25-01-2024,Central,Madhya Pradesh,Clothing,Jeans,8,876.03,1341.76,15,1140.5,2115.76
105461,08-10-2024,North,Punjab,Clothing,Jeans,2,1763.25,2619.64,15,2226.69,926.88
105462,11-04-2024,Central,Madhya Pradesh,Furniture,Sofa,8,1447.87,1973.8,0,1973.8,4207.44
105463,14-12-2023,West,Rajasthan,Electronics,Headphones,3,1071.53,1698.95,0,1698.95,1882.26
105464,28-11-2024,Central,Chhattisgarh,Office Supplies,Notebook,4,538.31,733.1,5,696.44,632.52
105465,23-09-2023,North,Delhi,Office Supplies,Pen,2,606.69,797.34,15,677.74,142.1
105466,02-11-2023,Central,Chhattisgarh,Clothing,Jacket,1,4579.88,6653.99,20,5323.19,743.31
105467,01-01-2023,North,Punjab,Electronics,Laptop,4,1993.25,3005.98,15,2555.08,2247.32
105468,21-09-2024,North,Punjab,Furniture,Table,1,2661.2,4046.1,30,2832.27,171.07
105469,28-09-2024,South,Tamil Nadu,Clothing,Jeans,7,1441.9,1880.37,10,1692.33,1753.01
105470,20-10-2024,North,Haryana,Furniture,Sofa,7,2041.68,3236.27,10,2912.64,6096.72
105471,06-07-2024,South,Karnataka,Clothing,T-shirt,5,2940.02,4109.7,5,3904.21,4820.95
105472,06-06-2024,Central,Madhya Pradesh,Electronics,Headphones,6,3048.29,4053.2,30,2837.24,-1266.3
105473,25-09-2024,Central,Chhattisgarh,Clothing,Jeans,1,4403.78,6824.22,20,5459.38,1055.6
105474,12-10-2023,Central,Madhya Pradesh,Clothing,Jeans,3,3073.14,3952.75,5,3755.11,2045.91
105475,17-11-2023,Central,Madhya Pradesh,Clothing,Jeans,3,2194.8,3444.51,0,3444.51,3749.13
105476,22-11-2024,South,Kerala,Electronics,Mobile,8,1921.95,3013.19,10,2711.87,6319.36
105477,10-02-2023,West,Rajasthan,Clothing,Jeans,4,3352.91,5204.25,20,4163.4,3241.96
105478,16-08-2024,West,Maharashtra,Office Supplies,Notebook,3,2364.22,3448.16,10,3103.34,2217.36
105479,02-04-2024,South,Karnataka,Clothing,Jeans,8,899.84,1416.31,15,1203.86,2432.16
105480,07-11-2024,North,Haryana,Clothing,T-shirt,4,2412.68,2904.11,0,2904.11,1965.72
105481,10-01-2024,North,Haryana,Home Appliances,Fan,7,4088.15,4782.52,15,4065.14,-161.07
105482,18-08-2023,West,Gujarat,Clothing,T-shirt,2,3747.23,4692.8,5,4458.16,1421.86
105483,24-11-2023,North,Delhi,Electronics,Headphones,4,766.3,995.3,10,895.77,517.88
105484,04-11-2023,West,Maharashtra,Electronics,Headphones,8,1137.03,1591.12,0,1591.12,3632.72
105485,11-05-2024,East,Odisha,Furniture,Sofa,2,3372.39,4037.08,30,2825.96,-1092.86
105486,17-10-2023,Central,Madhya Pradesh,Clothing,Jeans,8,350.63,535.15,5,508.39,1262.08
105487,19-09-2023,Central,Chhattisgarh,Electronics,Headphones,5,1102.72,1654.13,0,1654.13,2757.05
105488,27-08-2024,South,Kerala,Office Supplies,Pen,7,3472.25,3917.23,15,3329.65,-998.2
105489,16-12-2024,Central,Chhattisgarh,Home Appliances,Mixer,2,3639.66,5366.53,20,4293.22,1307.12
105490,21-02-2023,East,Odisha,Home Appliances,Microwave,5,3428.14,4615.66,0,4615.66,5937.6
105491,14-10-2024,West,Gujarat,Clothing,T-shirt,5,4489.94,5731.86,20,4585.49,477.75
105492,16-07-2023,West,Maharashtra,Clothing,Jeans,8,2793.91,3089.8,5,2935.31,1131.2
105493,08-01-2024,North,Haryana,Home Appliances,Mixer,4,955.25,1332.64,0,1332.64,1509.56
105494,14-12-2024,Central,Madhya Pradesh,Office Supplies,Pen,5,1059.24,1261.64,30,883.15,-880.45
105495,26-09-2024,North,Delhi,Furniture,Sofa,4,3801.46,5791.58,15,4922.84,4485.52
105496,01-02-2023,South,Kerala,Home Appliances,Microwave,2,4568.97,6756.49,30,4729.54,321.14
105497,09-11-2023,North,Delhi,Electronics,Mobile,3,2633.15,3893.26,30,2725.28,276.39
105498,20-04-2023,South,Tamil Nadu,Furniture,Sofa,2,4796.7,5836.43,10,5252.79,912.18
105499,10-02-2024,Central,Madhya Pradesh,Office Supplies,Pen,1,2721.44,3074.16,10,2766.74,45.3
105500,08-01-2023,East,Odisha,Electronics,Headphones,5,1600.69,2196,20,1756.8,780.55
105501,07-06-2023,North,Delhi,Office Supplies,Notebook,8,1587.28,2228.83,0,2228.83,5132.4
105502,20-10-2024,Central,Chhattisgarh,Clothing,Jacket,7,770.06,850.12,10,765.11,-34.65
105503,29-12-2023,Central,Chhattisgarh,Furniture,Table,8,4658.92,5193.32,30,3635.32,-8188.8
105504,08-03-2024,Central,Chhattisgarh,Office Supplies,Printer,4,4673.69,6675.1,5,6341.35,6670.64
105505,24-11-2024,West,Gujarat,Electronics,Laptop,6,3511.1,5419.29,15,4606.4,6571.8
105506,04-11-2023,South,Kerala,Furniture,Table,3,3194.87,4270.97,15,3630.32,1306.35
105507,21-04-2024,North,Haryana,Home Appliances,Mixer,5,4623.31,5989.5,20,4791.6,841.45
105508,11-07-2024,West,Gujarat,Electronics,Headphones,4,1995.49,2415.34,0,2415.34,1679.4
105509,10-06-2023,East,Bihar,Electronics,Headphones,3,2468.62,2919.13,30,2043.39,-1275.69
105510,18-05-2024,West,Gujarat,Clothing,Jacket,8,4302.43,6781.68,5,6442.6,17121.36
105511,07-06-2023,North,Haryana,Electronics,Mobile,4,1696.64,2018.16,30,1412.71,-1135.72
105512,06-01-2024,Central,Chhattisgarh,Office Supplies,Notebook,8,1868.34,2292.04,20,1833.63,-277.68
105513,31-08-2023,South,Karnataka,Clothing,T-shirt,4,3705.15,4415.81,10,3974.23,1076.32
105514,13-05-2024,South,Kerala,Furniture,Table,7,1862.23,2893.1,5,2748.44,6203.47
105515,20-07-2024,South,Kerala,Clothing,Jacket,8,4835.1,7078.48,30,4954.94,958.72
105516,07-04-2023,North,Haryana,Clothing,Jeans,1,2054.55,2907.01,20,2325.61,271.06
105517,14-08-2023,South,Kerala,Home Appliances,Fan,6,4763.13,6369.11,0,6369.11,9635.88
105518,28-05-2023,East,Bihar,Home Appliances,Fan,4,201.04,235.69,0,235.69,138.6
105519,26-01-2023,East,Odisha,Clothing,T-shirt,3,2310.82,3662.99,0,3662.99,4056.51
105520,17-10-2023,South,Kerala,Electronics,Laptop,7,3485.7,5375.59,15,4569.25,7584.85
105521,10-09-2024,South,Karnataka,Furniture,Table,2,2525.55,2956.06,0,2956.06,861.02
105522,03-12-2023,North,Haryana,Electronics,Laptop,7,2425.95,2997.84,15,2548.16,855.47
105523,16-05-2023,West,Maharashtra,Office Supplies,Pen,2,2274.19,3507.61,5,3332.23,2116.08
105524,01-06-2023,West,Gujarat,Home Appliances,Mixer,1,2629.1,3615.14,15,3072.87,443.77
105525,14-09-2024,North,Punjab,Furniture,Table,5,766.51,948.9,10,854.01,437.5
105526,05-08-2023,East,West Bengal,Electronics,Laptop,4,4084.5,5958.09,15,5064.38,3919.52
105527,16-07-2023,South,Karnataka,Home Appliances,Mixer,4,4454.45,6826.51,20,5461.21,4027.04
105528,24-11-2024,Central,Madhya Pradesh,Home Appliances,Mixer,4,3794.98,4555.43,20,3644.34,-602.56
105529,04-04-2024,South,Tamil Nadu,Electronics,Mobile,8,2332.98,2568.51,0,2568.51,1884.24
105530,05-04-2024,West,Rajasthan,Clothing,T-shirt,3,1200.27,1896.66,20,1517.33,951.18
105531,10-04-2024,West,Gujarat,Home Appliances,Mixer,2,1460.9,2266.32,15,1926.37,930.94
105532,15-11-2024,Central,Chhattisgarh,Home Appliances,Fan,5,839.86,1241.32,15,1055.12,1076.3
105533,08-10-2024,West,Rajasthan,Electronics,Mobile,8,3278.73,4973.88,15,4227.8,7592.56
105534,22-03-2024,South,Tamil Nadu,Office Supplies,Notebook,7,1504.11,1979,30,1385.3,-831.67
105535,02-06-2024,South,Karnataka,Home Appliances,Mixer,8,4376.42,6724.23,5,6388.02,16092.8
105536,24-10-2024,North,Punjab,Office Supplies,Printer,4,3284.15,4304.12,15,3658.5,1497.4
105537,28-02-2024,North,Delhi,Office Supplies,Pen,8,3444.48,3951.17,5,3753.61,2473.04
105538,16-01-2024,North,Haryana,Home Appliances,Fan,3,1854.71,2081.68,20,1665.34,-568.11
105539,21-08-2023,South,Karnataka,Furniture,Sofa,6,2941.35,3407.51,0,3407.51,2796.96
105540,23-06-2024,East,West Bengal,Clothing,Jacket,8,841.71,1018.17,15,865.44,189.84
105541,10-07-2023,Central,Chhattisgarh,Office Supplies,Pen,8,3399.77,5124.18,10,4611.76,9695.92
105542,14-08-2024,West,Rajasthan,Clothing,Jeans,8,1123.3,1279.89,30,895.92,-1819.04
105543,28-01-2023,Central,Madhya Pradesh,Office Supplies,Printer,5,1215.47,1534.48,10,1381.03,827.8
105544,09-05-2023,West,Gujarat,Clothing,Jeans,4,1237.44,1848.44,5,1756.02,2074.32
105545,13-07-2023,East,Bihar,Furniture,Chair,5,2350.41,3639.24,30,2547.47,985.3
105546,07-08-2024,North,Delhi,Office Supplies,Printer,1,3015.73,3851.75,10,3466.57,450.84
105547,22-11-2024,Central,Chhattisgarh,Home Appliances,Fan,2,2888.14,3763.16,5,3575,1373.72
105548,15-02-2023,South,Tamil Nadu,Home Appliances,Microwave,2,2032.99,3133.54,0,3133.54,2201.1
105549,06-01-2023,Central,Madhya Pradesh,Home Appliances,Fan,6,4738.47,5291.42,10,4762.28,142.86
105550,13-08-2023,South,Kerala,Clothing,Jacket,5,3007.25,4253.35,20,3402.68,1977.15
105551,13-04-2023,South,Karnataka,Office Supplies,Printer,8,2245.85,3448.98,20,2759.18,4106.64
105552,02-04-2023,East,West Bengal,Clothing,Jacket,4,3109.22,4880.91,15,4148.77,4158.2
105553,30-03-2023,South,Karnataka,Clothing,Jacket,7,2154.45,2604.29,0,2604.29,3148.88
105554,25-01-2024,South,Kerala,Furniture,Sofa,7,3946.19,4497.62,5,4272.74,2285.85
105555,25-11-2023,North,Punjab,Electronics,Mobile,2,3940.57,6089.41,5,5784.94,3688.74
105556,16-03-2023,West,Gujarat,Clothing,T-shirt,2,352.82,405.14,0,405.14,104.64
105557,15-05-2024,Central,Chhattisgarh,Clothing,T-shirt,6,361.88,461.27,5,438.21,457.98
105558,30-08-2023,Central,Chhattisgarh,Office Supplies,Printer,7,2826.46,3790.89,15,3222.26,2770.6
105559,05-04-2023,East,Bihar,Office Supplies,Notebook,3,846.16,1334.58,15,1134.39,864.69
105560,19-02-2023,North,Delhi,Clothing,T-shirt,7,3175.73,4293.12,20,3434.5,1811.39
105561,05-07-2024,North,Punjab,Furniture,Chair,6,1290.74,1485.82,10,1337.24,279
105562,20-12-2024,Central,Chhattisgarh,Furniture,Table,8,4332.25,4846.8,0,4846.8,4116.4
105563,14-06-2023,East,Bihar,Clothing,Jacket,3,621.97,955.59,20,764.47,427.5
105564,03-06-2023,South,Tamil Nadu,Office Supplies,Pen,1,3067.8,3725,0,3725,657.2
105565,29-12-2024,East,West Bengal,Furniture,Chair,8,837.45,954.54,5,906.81,554.88
105566,25-11-2024,East,Odisha,Electronics,Laptop,3,4610.05,6448.25,15,5481.01,2612.88
105567,12-07-2023,East,Bihar,Home Appliances,Fan,1,1425.53,2219.87,20,1775.9,350.37
105568,09-01-2023,East,Bihar,Furniture,Sofa,1,4834.91,5929.06,20,4743.25,-91.66
105569,19-02-2023,South,Tamil Nadu,Office Supplies,Notebook,7,675.49,923.68,0,923.68,1737.33
105570,08-04-2024,East,West Bengal,Furniture,Sofa,6,4261.93,6175.44,20,4940.35,4070.52
105571,08-11-2024,North,Haryana,Electronics,Laptop,6,2403.07,2883.22,15,2450.74,286.02
105572,29-06-2023,West,Maharashtra,Office Supplies,Printer,8,2975.37,4374.19,0,4374.19,11190.56
105573,28-04-2024,East,Odisha,Furniture,Sofa,2,2204.97,3199.18,0,3199.18,1988.42
105574,06-03-2023,East,Odisha,Furniture,Chair,2,1628.78,2324,0,2324,1390.44
105575,06-02-2024,North,Haryana,Electronics,Laptop,4,3561.98,5355.95,10,4820.35,5033.48
105576,31-05-2024,West,Gujarat,Clothing,T-shirt,2,338.85,469.11,0,469.11,260.52
105577,30-08-2024,West,Rajasthan,Electronics,Laptop,5,4016.78,5886.66,30,4120.66,519.4
105578,16-12-2024,West,Gujarat,Office Supplies,Printer,5,3003.16,3461.23,10,3115.11,559.75
105579,28-06-2024,East,West Bengal,Office Supplies,Notebook,2,2529.89,3596.34,20,2877.07,694.36
105580,01-10-2024,East,Bihar,Home Appliances,Mixer,1,335.64,519.7,10,467.73,132.09
105581,02-06-2023,North,Punjab,Home Appliances,Microwave,4,343.13,442.32,30,309.62,-134.04
105582,07-09-2024,Central,Chhattisgarh,Office Supplies,Notebook,2,4046.02,5041.11,15,4284.94,477.84
105583,05-12-2024,Central,Madhya Pradesh,Home Appliances,Microwave,4,4756.48,6659.44,10,5993.5,4948.08
105584,15-08-2023,East,West Bengal,Home Appliances,Fan,2,1031.77,1532.21,10,1378.99,694.44
105585,07-06-2023,East,Bihar,Home Appliances,Mixer,7,2602.41,2961.78,5,2813.69,1478.96
105586,26-04-2024,South,Karnataka,Home Appliances,Fan,6,3501.81,3879.73,20,3103.78,-2388.18
105587,12-04-2024,East,Bihar,Home Appliances,Mixer,5,3967.16,4853.33,10,4368,2004.2
105588,04-09-2024,North,Punjab,Furniture,Sofa,2,2049.01,2342.62,15,1991.23,-115.56
105589,18-09-2024,Central,Madhya Pradesh,Home Appliances,Fan,8,2853.54,3146.43,10,2831.79,-174
105590,11-08-2024,North,Delhi,Clothing,Jeans,6,877.4,1205.87,15,1024.99,885.54
105591,03-11-2023,North,Haryana,Furniture,Sofa,4,3343.7,4497.61,20,3598.09,1017.56
105592,11-07-2024,North,Punjab,Furniture,Chair,8,3397.24,4292.24,30,3004.57,-3141.36
105593,12-12-2024,South,Kerala,Clothing,T-shirt,1,3407.69,5132.75,20,4106.2,698.51
105594,02-12-2024,South,Karnataka,Clothing,Jacket,5,4463,6139.81,15,5218.84,3779.2
105595,26-03-2024,East,Bihar,Home Appliances,Mixer,8,205.6,321.88,15,273.6,544
105596,01-11-2023,East,Bihar,Furniture,Sofa,5,3065.65,3502.77,10,3152.49,434.2
105597,17-02-2024,West,Gujarat,Clothing,T-shirt,6,2366.32,3633.79,30,2543.65,1063.98
105598,16-01-2024,South,Karnataka,Furniture,Table,5,1335.63,1795.22,0,1795.22,2297.95
105599,07-03-2024,South,Kerala,Office Supplies,Pen,2,4708.68,6498.48,30,4548.94,-319.48
105600,25-06-2023,Central,Madhya Pradesh,Clothing,T-shirt,4,3869.56,5657.29,15,4808.7,3756.56
105601,12-05-2024,North,Delhi,Home Appliances,Mixer,5,4436.7,6459.61,20,5167.69,3654.95
105602,19-05-2024,Central,Chhattisgarh,Office Supplies,Notebook,6,4353.87,5502.1,30,3851.47,-3014.4
105603,16-02-2024,North,Haryana,Electronics,Laptop,1,4620.96,7307.34,5,6941.97,2321.01
105604,25-04-2024,South,Tamil Nadu,Home Appliances,Mixer,3,2837.29,3525.04,0,3525.04,2063.25
105605,11-12-2024,West,Maharashtra,Office Supplies,Pen,3,2024.29,2306.17,5,2190.86,499.71
105606,12-06-2024,Central,Madhya Pradesh,Office Supplies,Pen,6,3269.48,4281.43,10,3853.29,3502.86
105607,02-04-2023,West,Rajasthan,Home Appliances,Fan,4,2785.65,3348.12,5,3180.71,1580.24
105608,19-07-2024,North,Delhi,Electronics,Laptop,2,2167.57,2687.51,20,2150.01,-35.12
105609,29-06-2023,West,Gujarat,Furniture,Chair,6,3949.31,6117.27,30,4282.09,1996.68
105610,15-11-2024,West,Maharashtra,Office Supplies,Printer,6,3140.41,4517.83,15,3840.16,4198.5
105611,16-11-2024,West,Gujarat,Office Supplies,Notebook,7,2951.53,4621.29,10,4159.16,8453.41
105612,11-04-2023,South,Tamil Nadu,Electronics,Headphones,5,1925.34,2419.19,5,2298.23,1864.45
105613,01-05-2024,North,Haryana,Furniture,Sofa,4,2443.79,3523.66,30,2466.56,91.08
105614,14-07-2024,North,Haryana,Office Supplies,Notebook,8,3351.44,5062.5,15,4303.12,7613.44
105615,04-06-2024,East,Bihar,Furniture,Chair,5,3407.82,4227.25,0,4227.25,4097.15
105616,16-08-2023,East,Bihar,Home Appliances,Microwave,8,229.59,265.73,15,225.87,-29.76
105617,10-03-2024,West,Gujarat,Clothing,T-shirt,2,3609.98,5609.92,10,5048.93,2877.9
105618,08-07-2023,West,Maharashtra,Clothing,T-shirt,7,1752.88,2174.4,20,1739.52,-93.52
105619,18-07-2023,East,Odisha,Office Supplies,Pen,8,3808.4,5403.23,30,3782.26,-209.12
105620,11-03-2023,South,Kerala,Home Appliances,Fan,3,3341.22,3795.06,30,2656.54,-2054.04
105621,12-06-2023,South,Kerala,Electronics,Laptop,4,3624.33,4281.59,15,3639.35,60.08
105622,17-08-2023,South,Kerala,Electronics,Headphones,2,2701.86,4014.88,20,3211.9,1020.08
105623,17-08-2024,East,West Bengal,Office Supplies,Printer,4,1638.7,1824.54,15,1550.86,-351.36
105624,05-05-2024,East,Bihar,Electronics,Headphones,8,4784.85,6582.21,5,6253.1,11746
105625,28-10-2023,West,Gujarat,Clothing,T-shirt,6,3668.32,5696.68,30,3987.68,1916.16
105626,19-09-2024,West,Rajasthan,Office Supplies,Notebook,5,3788.6,4878.06,15,4146.35,1788.75
105627,20-02-2023,East,West Bengal,Office Supplies,Printer,7,958.83,1126.67,20,901.34,-402.43
105628,24-10-2024,North,Delhi,Electronics,Headphones,4,529.08,603.21,15,512.73,-65.4
105629,26-08-2023,Central,Chhattisgarh,Clothing,Jeans,5,4643.12,6964.99,5,6616.74,9868.1
105630,29-03-2024,South,Kerala,Clothing,T-shirt,6,1870.18,2714.61,10,2443.15,3437.82
105631,26-02-2023,South,Karnataka,Furniture,Table,1,4432,6232.27,5,5920.66,1488.66
105632,10-09-2023,East,Bihar,Home Appliances,Fan,8,4744.26,6805.58,10,6125.02,11046.08
105633,08-10-2023,West,Maharashtra,Electronics,Headphones,3,3145.16,3976.62,5,3777.79,1897.89
105634,23-08-2024,North,Punjab,Electronics,Laptop,6,4877.38,6645.99,5,6313.69,8617.86
105635,27-09-2023,North,Haryana,Home Appliances,Mixer,5,2947.96,4393,10,3953.7,5028.7
105636,07-02-2023,East,Odisha,Office Supplies,Printer,1,1352.58,1846.91,0,1846.91,494.33
105637,31-05-2024,Central,Chhattisgarh,Clothing,T-shirt,6,1674.42,2168.06,0,2168.06,2961.84
105638,22-05-2023,South,Tamil Nadu,Clothing,Jacket,5,282.46,413.69,15,351.64,345.9
105639,12-12-2023,West,Rajasthan,Electronics,Mobile,5,395.46,615.19,15,522.91,637.25
105640,23-12-2024,West,Gujarat,Furniture,Sofa,8,873.57,1348.71,0,1348.71,3801.12
105641,10-10-2023,Central,Madhya Pradesh,Office Supplies,Notebook,7,526.32,729.22,0,729.22,1420.3
105642,10-08-2024,South,Karnataka,Electronics,Laptop,8,4191.25,5824.91,0,5824.91,13069.28
105643,31-07-2023,North,Punjab,Clothing,T-shirt,4,2030.61,2680.24,0,2680.24,2598.52
105644,12-02-2023,South,Karnataka,Furniture,Table,1,3873.12,5143.18,0,5143.18,1270.06
105645,14-01-2024,West,Rajasthan,Electronics,Headphones,8,830.6,983.47,10,885.12,436.16
105646,27-02-2024,North,Punjab,Home Appliances,Fan,2,1804.95,2369.79,0,2369.79,1129.68
105647,10-01-2024,West,Maharashtra,Home Appliances,Mixer,3,2472.5,3686.6,20,2949.28,1430.34
105648,12-06-2024,East,Odisha,Clothing,Jeans,7,1006.59,1269.22,15,1078.84,505.75
105649,11-03-2023,West,Rajasthan,Home Appliances,Mixer,1,4561.37,6747.06,10,6072.35,1510.98
105650,04-02-2024,East,West Bengal,Electronics,Mobile,7,2102.23,2902.5,30,2031.75,-493.36
105651,19-06-2024,South,Kerala,Electronics,Mobile,5,3830.7,4492.02,20,3593.62,-1185.4
105652,27-08-2023,East,Bihar,Electronics,Headphones,2,3618.96,4542.75,20,3634.2,30.48
105653,15-11-2023,East,Bihar,Office Supplies,Pen,1,608.93,840.01,5,798.01,189.08
105654,02-12-2023,East,Odisha,Office Supplies,Printer,1,3422.19,4339.77,20,3471.82,49.63
105655,13-08-2023,West,Gujarat,Home Appliances,Microwave,2,641.46,793.07,10,713.76,144.6
105656,15-02-2024,Central,Madhya Pradesh,Home Appliances,Microwave,4,3775.6,4766.52,20,3813.22,150.48
105657,03-09-2024,South,Tamil Nadu,Electronics,Mobile,3,4162.08,4817.42,20,3853.94,-924.42
105658,02-12-2024,West,Rajasthan,Electronics,Headphones,7,827.74,1183.37,15,1005.86,1246.84
105659,16-11-2024,North,Haryana,Home Appliances,Microwave,7,3231.25,3939.78,0,3939.78,4959.71
105660,28-01-2023,South,Tamil Nadu,Electronics,Laptop,2,1042.44,1577.07,0,1577.07,1069.26
105661,05-02-2024,Central,Madhya Pradesh,Home Appliances,Fan,6,2029.25,3205.94,15,2725.05,4174.8
105662,13-11-2024,South,Tamil Nadu,Office Supplies,Pen,1,3255.25,5055.89,10,4550.3,1295.05
105663,17-01-2024,North,Punjab,Office Supplies,Printer,5,2740.67,3272.99,15,2782.04,206.85
105664,30-11-2024,Central,Madhya Pradesh,Electronics,Laptop,4,218.68,245.29,15,208.5,-40.72
105665,19-08-2024,Central,Chhattisgarh,Clothing,Jacket,3,1817.25,2609.66,10,2348.69,1594.32
105666,08-10-2023,East,West Bengal,Office Supplies,Notebook,5,4920.14,5891.03,10,5301.93,1908.95
105667,30-07-2024,South,Tamil Nadu,Clothing,T-shirt,2,4802.49,5798.89,5,5508.95,1412.92
105668,16-08-2023,South,Kerala,Home Appliances,Mixer,3,701.96,775.67,30,542.97,-476.97
105669,11-07-2023,North,Punjab,Clothing,Jacket,7,2273.71,2573.44,20,2058.75,-1504.72
105670,16-01-2024,West,Gujarat,Clothing,Jeans,4,3072.01,3689.82,20,2951.86,-480.6
105671,26-09-2023,Central,Madhya Pradesh,Electronics,Headphones,7,4579.13,5918.41,20,4734.73,1089.2
105672,11-01-2024,Central,Madhya Pradesh,Electronics,Headphones,7,1061.01,1657.79,30,1160.45,696.08
105673,03-07-2024,Central,Chhattisgarh,Office Supplies,Pen,3,277.08,319.15,20,255.32,-65.28
105674,20-07-2024,South,Kerala,Furniture,Sofa,6,3985.49,5073.15,30,3551.21,-2605.68
105675,20-12-2024,South,Tamil Nadu,Home Appliances,Microwave,7,1863.69,2710.91,5,2575.36,4981.69
105676,30-05-2023,North,Punjab,Office Supplies,Notebook,7,3445.03,4575.18,30,3202.63,-1696.8
105677,15-10-2023,South,Karnataka,Furniture,Chair,6,2939.02,3893.91,20,3115.13,1056.66
105678,16-07-2023,North,Punjab,Office Supplies,Printer,3,4740.44,6973.35,10,6276.01,4606.71
105679,02-09-2024,West,Gujarat,Electronics,Mobile,5,1129.23,1537.38,0,1537.38,2040.75
